leverantör,year,belopp
MOONLESS NIGHT MEDIA,2019,5000.0
MOONSCAPE MUSIK & MÅNGFALD,2017,30000.0
MOONTOWN FITNESS AB,2017,6000.0
MORA KOMMUN,2016,215456.0
MORA KOMMUN,2017,99484.0
MORABEZA JAZZ BAND,2016,4500.0
MORABEZA JAZZ BAND,2017,3000.0
MORABEZA JAZZ BAND,2018,3000.0
MORAMAST AB,2017,660499.25
MORAMAST AB,2018,3153164.75
MORAMAST AB,2019,1277560.0
MORD TILL MIDDAGEN GUNNAR SÖDERBERG,2017,20000.0
MORD TILL MIDDAGEN GUNNAR SÖDERBERG,2018,20000.0
MORD TILL MIDDAGEN GUNNAR SÖDERBERG,2019,30000.0
MORDMYSTERIUM I SVERIGE AB,2016,3190.5
MORDMYSTERIUM I SVERIGE AB,2017,9118.74
MORDMYSTERIUM I SVERIGE AB,2018,67868.3
MORE DATA AB,2017,699890.0
MORE DATA AB,2018,354400.0
MORE DATA AB,2019,16000.0
MORE PR AB,2016,15000.0
MORE PR AB,2017,15000.0
MORE PR AB,2018,15000.0
MORE PR AB,2019,15000.0
MORELBOOKS,2017,1152.85
MORELLI RESTAURANG AB LA GONDOLA,2016,4041.64
MORELLI RESTAURANG AB LA GONDOLA,2017,2329.46
MORELLI RESTAURANG AB LA GONDOLA,2018,1258.04
MORELLI RESTAURANG AB LA GONDOLA,2019,4354.46
MORETECH AB,2019,8686.4
MORETHAN JAZZ QUARTET,2017,6264.0
MORETHAN JAZZ QUARTET,2019,16000.0
MORGAN EKERÅS,2019,7500.0
MORGAN JENSEN,2019,27000.0
MORGONDAGENS BEACH VOLLEYBOLLSKLUBB,2016,21350.0
MORIT MALM,2018,6791.0
MORNINGTON HOTEL STOCKHOLM,2017,2876.79
MORRIS ARKIV AB,2016,136000.0
MORRIS FÖRVALTNINGS AB,2017,5000.0
MORRIS HARGREAVES MCINTYRE LTD,2018,10000.0
MORRIS LAW,2018,81360.0
MORRIS OCH COMPANY AB,2019,3339.29
MORUS KONSULT AB,2016,182325.75
MORUS KONSULT AB,2017,133088.13
MORUS KONSULT AB,2018,97501.0
MORUS KONSULT AB,2019,58500.0
MOSSBERGS I ALINGSÅS AB/RYDLERS BYGG,2016,13032.0
MOSSENS PIZZERIA,2017,982.19
MOSSENS PIZZERIA,2019,1138.45
MOSSENS SAMFÄLLIGHETSFÖRENING,2016,19300.0
MOSSENS SAMFÄLLIGHETSFÖRENING,2017,5000.0
MOSSENS SAMFÄLLIGHETSFÖRENING,2019,10000.0
MOSSKÄRRA AB,2016,800.0
MOSTPHOTOS AB,2016,24348.0
MOSTPHOTOS AB,2017,53967.0
MOSTPHOTOS AB (FB),2019,24086.3
MOTALA KOMMUN,2016,183639.0
MOTALA KOMMUN,2017,392075.0
MOTALA KOMMUN,2018,468675.86
MOTALA KOMMUN,2019,272776.0
MOTALA MEDIA DESIGN AB,2019,3100.0
MOTHER INDIA INDISK RESTAURANT HB,2016,465.0
MOTION & FITNESS I SVERIGE AB,2018,1050.5
MOTIONSERVICE VÄST,2019,45844.740000000005
MOTIONSKOMPANIET AB,2016,118264.07
MOTIONSKOMPANIET AB,2017,87951.99
MOTIONSKOMPANIET AB,2018,109638.05
MOTIONSKOMPANIET AB,2019,113808.90000000002
MOTIONSPLATSEN AB,2016,31676.0
MOTIONSPLATSEN AB,2017,19920.75
MOTIONSPLATSEN AB,2019,23575.25
MOTIONSPLATSEN AB (FB),2017,12036.0
MOTIONSPLATSEN AB (FB),2019,5727.25
MOTITECH AS,2017,130000.0
MOTIVATIONSCOACHEN I ÖSTERGÖTLAND,2017,45810.0
MOTIVATÖRSCENTRUM,2017,15000.0
MOTIVATÖRSCENTRUM,2018,15000.0
MOTIVERA CSR AB,2016,281621.5
MOTIVERA CSR AB,2017,7800.0
MOTIVERA CSR AB,2018,49390.5
MOTIVERA CSR AB,2019,110835.75
MOTIVERAMERA GÄVLEBORG AB,2016,92438.44
MOTIVERAMERA GÄVLEBORG AB,2017,215404.25
MOTIVERAMERA GÄVLEBORG AB,2018,181584.75
MOTIVERAMERA GÄVLEBORG AB,2019,141000.0
MOTIVERAS GÖTEBORG,2016,6604.0
MOTON AB,2016,77389.0
MOTON AB,2019,59200.5
MOTORBRANSCHKONSULT AB,2017,909.0999999999999
MOTORBRANSCHKONSULT AB,2019,1439.36
MOTORSPORTGYMNASIET,2016,273408.0
MOTORSPORTGYMNASIET,2017,207768.0
MOTORSPORTGYMNASIET,2018,69057.0
MOTUS MEDIA EK. FÖR.,2016,598.09
MOTUS MEDIA EK. FÖR.,2019,753.77
MOUNA ESKANDAR,2019,1000.0
MOUNTAINMERMAID AB,2016,10000.0
"MOURATIDOU, MELPOMENI",2018,4168.75
MOUSER ELECTRONICS,2017,1473.26
MOUSSAS ORIENT LIVS AB (FB),2017,2679.4
MOUSSAS ORIENT LIVS AB (FB),2018,990.9100000000001
MOUSSAS ORIENTLIVS AB,2016,51749.030000000006
MOUSSAS ORIENTLIVS AB,2017,1253.82
MOUSSAS ORIENTLIVS AB (FB),2017,34978.5
MOV3 ACADEMY,2016,5000.0
MOVANT AB,2016,8215454.0
MOVANT AB,2017,8607054.77
MOVANT AB,2018,7250960.69
MOVANT AB,2019,10717997.0
MOVARE AB,2016,13863468.760000007
MOVARE AB,2017,10032290.109999988
MOVARE AB,2018,10443469.189999975
MOVARE AB,2019,13981230.629999999
MOVE & WALK SKOLA I SVERIGE AB,2016,134724.0
MOVE & WALK SKOLA I SVERIGE AB,2019,332000.0
MOVE & WALK SVERIGE AB,2017,420701.0
MOVE & WALK SVERIGE AB,2018,326993.0
MOVE & WALK SVERIGE AB,2019,4963518.0
MOVE & WALK SVERIGE AB (FB),2016,767879.0
MOVE & WALK SVERIGE AB (FB),2017,3220254.0
MOVE & WALK SVERIGE AB (FB),2018,3773822.0
MOVE & WALK SVERIGE AB (FB),2019,1765735.0
MOVE AND WALK SKOLAN I SVERIGE AB,2016,5649602.0
MOVE AND WALK SKOLAN I SVERIGE AB,2017,5006387.0
MOVE AND WALK SKOLAN I SVERIGE AB,2018,5298251.0
MOVE AND WALK SKOLAN I SVERIGE AB,2019,9681758.0
MOVE DANSSTUDIO,2016,49000.0
MOVE DANSSTUDIO,2017,46570.0
MOVE DANSSTUDIO,2018,55000.0
MOVE DANSSTUDIO,2019,25000.0
MOVE IT KASSASKÅPSFLYTTARNA AB,2016,11505.75
MOVE IT KASSASKÅPSFLYTTARNA AB,2017,25272.0
MOVE IT KASSASKÅPSFLYTTARNA AB,2018,9905.75
MOVE IT KASSASKÅPSFLYTTARNA AB,2019,2580.0
MOVE MANAGEMENT AB,2018,104000.0
MOVE3 ACADEMY,2016,19400.0
MOVI SWDN,2017,4083.0
MOVING BIG BAND,2016,6263.0
MOVING BIG BAND,2017,6000.0
MOVING BIG BAND,2019,10442.0
MOW AB,2017,10000.0
MOWIC,2016,27720.0
MP GLASMÄSTERI AB,2016,81161.38
MP GLASMÄSTERI AB,2017,78404.78000000001
MP GLASMÄSTERI AB,2018,15359.11
MP-SEC INTERNATIONAL AB,2019,27128.25
MPA GÖTEBORG AB,2016,3002628.0
MPA GÖTEBORG AB,2017,2716.0
MPC SMYCKEKONST,2017,1704.0
MPC SMYCKEKONST,2018,22000.0
MPC SMYCKEKONST,2019,2000.0
MPE INTERNATIONAL AB,2016,14486.23
MPE INTERNATIONAL AB,2017,1710.47
MPE INTERNATIONAL AB,2018,3768.85
MPLUSSIT,2016,792.0
MPLUSSIT,2017,820.0
MPLUSSIT,2018,885.62
MQ RETAIL AB,2016,759.2
MR A K VICKERS,2017,4600.0
MR CAKE GÖTEBORG AB,2019,995.54
MR DRYCKESKULTUR & EVENEMANG AB,2018,10634.4
MR DÖNER AB,2016,2092.86
MR JONSSON CREATIVE STUDIO (FB),2017,8800.0
MR LIFT AB,2018,2120.0
MR LIFT AB,2019,2104.75
MR OPTIK AB,2017,1021.0
MR RADAR MANAGEMENT AB,2019,203392.0
MR THORNFIRE RÖSTLEVERANS SVEN TÖRN,2016,25000.0
MR-DAGARNA (FB),2016,3100.0
MR-DAGARNA C/O MÄNSKLIGA RÄTTIGHETSDAGARNA (FB),2016,43735.0
MR-DAGARNA C/O MÄNSKLIGA RÄTTIGHETSDAGARNA (FB),2017,47713.0
MR-DAGARNA C/O MÄNSKLIGA RÄTTIGHETSDAGARNA (FB),2018,25542.0
MR-DAGARNA C/O MÄNSKLIGA RÄTTIGHETSDAGARNA (FB),2019,62750.0
MR-PILOTERNA,2017,8000.0
MR. MARTIN PISTORIUS,2017,48464.73
MR.P,2016,26791.3
MRC COLLECTIVE AB,2016,17250.0
MRC COLLECTIVE AB,2017,68200.0
MRC COLLECTIVE AB,2018,8700.0
MRC COLLECTIVE AB,2019,113483.68
MRC COLLECTIVE HB,2016,4000.0
MRI CONSULTING AB,2016,159000.0
MRI CONSULTING AB,2017,43500.0
MS BEAN,2016,11450.0
MS BIREDSKAPSFABRIKEN AB,2017,527.25
MSB,2017,1348103.97
MSB,2018,1507511.96
MSB,2019,1663031.03
MSB MYNDIGHETEN FÖR SAMHÄLLSSKYDD,2016,1166164.93
MSB MYNDIGHETEN FÖR SAMHÄLLSSKYDD,2017,374719.85
MSC SWEDEN,2016,13497.0
MSC SWEDEN,2017,24875.0
MSC SWEDEN,2018,24875.0
MSCI APS,2018,84378.96
MSCI APS,2019,88108.07999999999
MSCOMPANION,2018,600.0
MSO INTERNATIONAL ZOO SERVICES,2017,13133.75
MST J MUSIKPRODUKTION EKONOMISK FÖRENING,2016,10000.0
MT LIVE I GÖTEBORG AB,2019,86700.0
MTA BYGGTJÄNST AB,2019,14000.0
MTA PRODUCTION,2016,49000.0
MTA PRODUCTION,2019,62000.0
MTAB TRANSPORT & SPEDITION AB,2016,1993637.3800000001
MTAB TRANSPORT & SPEDITION AB,2017,1805396.3400000003
MTAB TRANSPORT & SPEDITION AB,2018,2187459.97
MTAB TRANSPORT & SPEDITION AB,2019,2187101.4599999995
MTB KAKELSERVICE AB,2018,52000.0
MTB KAKELSERVICE AB,2019,25000.0
MTH UTBILDNING AB,2019,55080.0
MTR EXPRESS (SWEDEN) AB (FB),2016,74865.09
MTR EXPRESS (SWEDEN) AB (FB),2017,55220.759999999995
MTR EXPRESS (SWEDEN) AB (FB),2018,47582.07
MTR EXPRESS (SWEDEN) AB (FB),2019,37013.2
MU AB,2016,700.0
MUBIMEEK,2018,4989.0
MUG HYR AB (FB),2016,1695.0
MUG HYR AB (FB),2018,3000.0
MUG HYR AB (FB),2019,3000.0
MUG MUSIK UTAN GRÄNSER,2016,49433.45
MUG MUSIK UTAN GRÄNSER,2017,48120.0
MUG MUSIK UTAN GRÄNSER,2018,33764.8
MUG MUSIK UTAN GRÄNSER,2019,19010.4
MUGG & TILLTUGG/ INGELA ADLER,2019,2066.96
MUHRÉNS SLIPERI HB,2016,17093.0
MUHRÉNS SLIPERI HB,2017,15267.0
MUHRÉNS SLIPERI HB,2018,17168.0
MUHRÉNS SLIPERI HB,2019,13060.0
MULLSJÖ FOLKHÖGSKOLA,2017,11100.0
MULLSJÖ KOMMUN,2018,1604.0
MULLSJÖ KOMMUN,2019,3708.0
MULTI TROLLEY AB,2019,4784.0
MULTICO GÖTEBORG AB,2017,504.0
MULTICO GÖTEBORG AB,2018,18440.0
MULTICOM - MULTILINGUAL COMMUNICATION,2018,43360.0
MULTICOM - MULTILINGUAL COMMUNICATION,2019,43398.01
MULTICOM SECURITY AB,2016,563618.66
MULTICOM SECURITY AB,2017,586553.3800000001
MULTICOM SECURITY AB,2018,392052.07999999996
MULTIKULT EK FÖRENING,2016,5960.0
MULTIKULT EK FÖRENING,2017,8472.0
MULTIKULT EK FÖRENING,2018,1200.0
MULTIKULT EK FÖRENING,2019,1325.0
MULTILINGUA LANGUAGE SERVICES,2017,79412.87
MULTIMEDIA RADIO TV CONTINENTE (FB),2016,1500.0
MULTIMEDIUM,2016,140.0
MULTIQ SYSTEMS AB,2017,17482.75
MULTIQ SYSTEMS AB,2018,31178.0
MULTIQ SYSTEMS AB,2019,33775.5
MULTITECH SYSTEM SWEDEN AB,2017,30656.0
MULTITEMA KONSULT AB,2016,57330.5
MULTITEMA KONSULT AB,2017,299524.0
MULTITEMA KONSULT AB,2018,328784.5
MULTITEMA KONSULT AB,2019,449302.0
MUMRIK KULTURPRODUKTION EK FÖR,2016,1500.0
MUMRIK KULTURPRODUKTION EK FÖR,2017,67920.0
MUMRIK KULTURPRODUKTION EK FÖR,2018,4225.0
MUMRIK KULTURPRODUKTION EK FÖR,2019,52880.0
MUMS GÖTEBORG AB,2017,2142.86
MUMS GÖTEBORG AB,2018,8625.0
MUMS GÖTEBORG AB,2019,12053.57
MUNDEKULLA KURS RETREAT KONFERENS,2016,6000.0
MUNDIPHARMA AB,2016,4440.0
MUNDIPHARMA AB,2017,663.25
MUNDOGIS,2017,2400.0
MUNDOLINGE AB,2016,7603.0
MUNDOLINGE AB,2017,7303.0
MUNDOLINGE AB,2018,10322.0
MUNDOLINGE AB,2019,4766.4
MUNKA FOLKHÖGSKOLA,2018,6850.0
MUNKA FOLKHÖGSKOLA,2019,6975.0
MUNKA LJUNGBY ARCUSPRODUKTER AB,2016,660.0
MUNKA LJUNGBY ARCUSPRODUKTER AB,2018,710.5
MUNKBY CONSULTING AB,2016,10710.5
MUNKEBÄCKS BILTVÄTT AB,2016,64728.00000000002
MUNKEBÄCKS BILTVÄTT AB,2017,83524.30000000002
MUNKEBÄCKS BILTVÄTT AB,2018,43256.8
MUNKEBÄCKS BILTVÄTT AB,2019,67060.8
MUNKEBÄCKS LIVS AB,2016,12728.0
MUNKEBÄCKS LIVS AB,2017,371010.49999999994
MUNKEBÄCKS LIVS AB,2018,769477.7500000015
MUNKEBÄCKS LIVS AB,2019,571430.9599999996
MUNKEBÄCKSGATANS LIVS AB,2016,799510.3999999991
MUNKEBÄCKSGATANS LIVS AB,2017,361843.1599999999
MUNKEDALS KOMMUN,2016,354712.94
MUNKEDALS KOMMUN,2017,362799.04000000004
MUNKEDALS KOMMUN,2018,340185.0
MUNKEDALS KOMMUN,2019,298118.0
MUNKERÖDS UTBILDNINGSCENTER AB,2016,107482.0
MUNKERÖDS UTBILDNINGSCENTER AB,2017,120746.5
MUNKERÖDS UTBILDNINGSCENTER AB,2019,99800.0
MUNKREKLAM AB,2017,28334.9
MUNTERS EUROPE AB,2016,51995.5
MUNTERS EUROPE AB,2017,93492.5
MUNTERS EUROPE AB,2018,80976.0
MUNTERS EUROPE AB,2019,53699.0
MUQBEL KEBAB CAFÉ,2018,4107.17
MURAZAKI ART,2017,3533.0
MURBECKS CYKEL & SPORT AB,2016,119332.09999999999
MURBECKS CYKEL & SPORT AB,2017,89115.35
MURBECKS CYKEL & SPORT AB,2018,141251.09999999998
MURBECKS CYKEL & SPORT AB,2019,100082.1
MURBITEN LYFT & MASKIN AB,2017,1488.6
MURBITEN PLATTSÄTTNING AB,2019,22000.0
MURHUS I SVERIGE AB,2018,16250.0
MURRELEKTRONIK AB,2019,13565.619999999999
MUSCARI AB,2016,804300.0
MUSCARI AB,2017,10500.0
MUSEI SERVICE,2016,47409.5
MUSEI SERVICE,2017,26738.5
MUSEI SERVICE,2018,42577.75
MUSEI SERVICE,2019,56200.0
MUSEIFOTOGRAFEN OLA ERIKSON,2017,12000.0
MUSEIVERKET,2017,1447.1200000000001
MUSEK AB,2016,2600.0
MUSEMEDY,2018,7575.0
MUSEUMSSENTERET I HORDALAND,2018,3520.71
MUSEUMSTJENESTEN,2016,1164.0
MUSEUMSTJENESTEN,2017,1209.0
MUSEUMSTJENESTEN,2018,1720.0500000000002
MUSIC AND LIFE,2016,22659.0
MUSIC AND SPORTS AGENCIES SWEDEN AB,2018,60180.0
MUSIC BREW HOUSE GÖTEBORG,2016,736675.0
MUSIC BREW HOUSE GÖTEBORG,2017,666522.0
MUSIC BREW HOUSE GÖTEBORG,2018,809395.35
MUSIC BREW HOUSE GÖTEBORG,2019,525250.5
MUSIC DOLL SWEDEN AB,2016,8390.5
MUSIC DOLL SWEDEN AB,2017,17185.75
MUSIC DOLL SWEDEN AB,2019,8795.25
MUSIC FAMILY NORÉN & JAARNEK HB,2018,3000.0
MUSIC RETAIL-GÖTEBORG (FB),2017,184817.0
MUSIC RETAIL-GÖTEBORG (FB),2018,1372515.66
MUSIC RETAIL-GÖTEBORG (FB),2019,445801.3300000002
MUSICA FÖRSKOLA,2016,1458764.0
MUSICA FÖRSKOLA,2017,1569825.0
MUSICA FÖRSKOLA,2018,1837301.0
MUSICA FÖRSKOLA,2019,1766592.0
MUSICA SEMPRE,2018,5000.0
MUSICAL & MLI,2018,26669.0
MUSII LTD,2018,38513.38
MUSIK ATT MINNAS,2016,1596.0
MUSIK EDIN,2016,18750.0
MUSIK FRÅN BRÄNNÖ,2016,24500.0
MUSIK FRÅN BRÄNNÖ,2017,12000.0
MUSIKANTEN ALLT I MUSIK,2016,207056.83000000002
MUSIKANTEN ALLT I MUSIK,2017,17980.16
MUSIKANTEN ALLT I MUSIK,2018,14169.33
MUSIKANTEN ALLT I MUSIK,2019,14412.0
MUSIKANTEN KURT & AGNETA KARLSSON AB (FB),2016,2335.25
MUSIKENS HUS I GÖTEBORG EK.FÖR,2016,191235.57
MUSIKENS HUS I GÖTEBORG EK.FÖR,2017,150647.80999999997
MUSIKENS HUS I GÖTEBORG EK.FÖR,2018,89869.72
MUSIKENS HUS I GÖTEBORG EK.FÖR,2019,116573.44
MUSIKFÖRENINGEN ANKARET,2017,1500.0
MUSIKFÖRENINGEN ANKARET,2019,1000.0
MUSIKFÖRENINGEN ATHINAS C/O STELLAS,2016,4000.0
MUSIKFÖRSKOLAN DO RE MI/MEDBORGARSKOLAN,2018,82428.0
MUSIKFÖRSKOLAN DO RE MI/MEDBORGARSKOLAN,2019,115882.0
MUSIKKLASSERNA FÖRÄLDRAFÖRENING,2018,10000.0
MUSIKKLASSERNA FÖRÄLDRAFÖRENING,2019,6500.0
MUSIKLÄRARNAS RIKSFÖRENING,2016,250.0
MUSIKMEDEL FUTURE VISION AB (FB),2018,4500.0
MUSIKMEDEL FUTURE VISION AB (FB),2019,1450.5
MUSIKOTEKET AB,2016,25200.0
MUSIKOTEKET AB,2017,22800.0
MUSIKOTEKET AB,2018,27000.0
MUSIKOTEKET AB,2019,31800.0
MUSIKRUMMET HB,2016,897.14
MUSIKRUMMET HB,2018,256.46
MUSIKSKOLAN LILLA AKADEMIEN AB,2018,101464.94
MUSIKSKOLAN LILLA AKADEMIEN AB,2019,178734.0
MUSIKSKOLAN.SE ÖCKERÖ AB,2016,25177.36
MUSIKSKOLAN.SE ÖCKERÖ AB,2017,30063.94
MUSIKSKOLAN.SE ÖCKERÖ AB,2018,15106.859999999999
MUSIKSKOLAN.SE ÖCKERÖ AB,2019,23726.559999999998
MUSIKSKOLAN.SE ÖCKERÖ AB (FB),2018,307.55
MUSIKSPRÅKA MED MALLO VESTERLUND,2016,7800.0
MUSIKUTVECKLING I GBG AB,2016,21486.0
MUSIKUTVECKLING I GBG AB,2017,30000.0
MUSIKUTVECKLING I GBG AB,2018,42990.0
MUSIKUTVECKLING I GBG AB,2019,3500.0
MUSIKVERKSTADEN GÖTEBORG,2016,137991.47999999998
MUSIKVERKSTADEN GÖTEBORG,2017,50498.96000000001
MUSIKVERKSTADEN GÖTEBORG,2018,136596.16000000003
MUSIKVERKSTADEN GÖTEBORG,2019,200.0
MUSKELFONDEN C/0 NEUROFÖRBUNDET GÖTEBORG,2016,100.0
MUSKELGRUPPEN I UDDEVALLA AB,2016,48928.0
MUSLIMSKA KVINNORS IDROTTSFÖRENING,2016,8400.0
MUSLIMSKA KVINNORS IDROTTSFÖRENING,2017,5200.0
MUSSELBUNKEN AB,2019,11892.86
MUSTAD FASTIGHETS AB,2016,4000.0
MUSTAD FASTIGHETS AB,2017,4000.0
MUSTAD FASTIGHETS AB,2018,4000.0
MUSTAD FASTIGHETS AB,2019,5000.0
MUSTAFA RUNNING AB,2017,3000.0
MUSTAFA SAOUD,2017,242.0
MUURLA DESIGN MARKETING OY,2017,28182.0
MUUTO A/S,2017,2439.2799999999997
MUUTOS AB,2019,3648.75
MUZEUM NARODOWE W WARSZAWIE,2018,66226.87
MUZEUM NARODOWE W WARSZAWIE,2019,2073.94
MV-NORDIC AB,2016,302892.5
MV-NORDIC AB,2017,204102.75
MV-NORDIC AB,2018,118898.5
MV-NORDIC AB,2019,40842.75
MVB ASTOR BYGG AB,2016,114536.0
MVB ASTOR BYGG AB,2017,12151166.05
MVB ASTOR BYGG AB,2018,103648.0
MVB ASTOR BYGG AB,2019,29278920.55
MVRDV B.V.,2018,54013.71
MW BYGGTEKNISKA I VARBERG AB,2016,143756.25
MW BYGGTEKNISKA I VARBERG AB,2017,528258.24
MW BYGGTEKNISKA I VARBERG AB,2018,99623.37
MW BYGGTEKNISKA I VARBERG AB,2019,42940.0
MW PSYKOLOGPRAKTIK KONSULT AB,2017,12000.0
MW PSYKOLOGPRAKTIK KONSULT AB,2018,32000.0
MW PSYKOLOGPRAKTIK KONSULT AB,2019,13000.0
MW VIKARIEFÖRMEDLINGEN AB/ HUSHÅLLSNÄRA TJÄNSTER,2017,57012.5
MW VIKARIEFÖRMEDLINGEN AB/ HUSHÅLLSNÄRA TJÄNSTER,2018,1163908.1900000002
MW VIKARIEFÖRMEDLINGEN AB/ HUSHÅLLSNÄRA TJÄNSTER,2019,402222.35999999975
MXT CONSULTING,2016,475500.0
MXT CONSULTING,2017,489360.0
MXT CONSULTING,2018,17325.0
MY BABY,2016,478.4
MY HUMAN RIGHTS,2019,5000.0
MY LINDH,2018,50000.0
MY LINDH,2019,28455.91
MY STUDIO,2017,37600.0
MY STUDIO,2018,10340.0
MY TRENDY PHONE AB,2016,1894.4
MYBW OFFICE MANAGEMENT SERVICES AB,2019,1080.0
MYBW OFFICE MANAGEMENT VISUAL SOLUTIONS AB,2017,3231.0
MYBW OFFICE MANAGEMENT VISUAL SOLUTIONS AB,2018,3984.3799999999997
MYBW OFFICE MANAGEMENT VISUAL SOLUTIONS AB,2019,2101.09
MYC-TECH AB,2016,15000.0
MYGGENÄS GÅRD AB,2016,957769.0
MYGGENÄS GÅRD AB,2017,953350.5
MYGGENÄS GÅRD AB,2018,998706.5
MYGGENÄS GÅRD AB,2019,7500.0
MYGGENÄS MARIN AB,2016,41990.4
MYGGENÄS MARIN AB,2017,560.0
MYGGENÄS MARIN AB,2018,7089.599999999999
MYGGENÄS MARIN AB,2019,3079.95
MYLIFT SWEDEN AB,2016,5310.37
MYLNA AB,2018,1963.4
MYLNA AB,2019,1500.0
MYNDIGHETEN FÖR SAMHÄLLSSKYDD OCH BEREDSKAP,2016,1300.0
MYNDIGHETEN FÖR SAMHÄLLSSKYDD OCH BEREDSKAP,2017,650.5
MYNDIGHETEN FÖR TILLGÄNGLIGA  MEDIE,2016,12092.36
MYNDIGHETEN FÖR TILLGÄNGLIGA  MEDIE,2017,12000.0
MYNDIGHETEN FÖR TILLGÄNGLIGA  MEDIE,2018,30000.0
MYNDIGHETEN FÖR TILLGÄNGLIGA  MEDIE,2019,480.2
MYNDIGHETEN FÖR TILLGÄNGLIGA MEDIER,2016,130533.31
MYNDIGHETEN FÖR TILLGÄNGLIGA MEDIER,2017,82302.49999999997
MYNDIGHETEN FÖR TILLGÄNGLIGA MEDIER,2018,54799.41000000001
MYNDIGHETEN FÖR TILLGÄNGLIGA MEDIER,2019,56743.06999999997
MYNDIGHETEN FÖR UNGDOMS- OCH CIVILSAMHÄLLESFRÅGOR,2017,2710789.0
MYNDIGHETEN FÖR UNGDOMS- OCH CIVILSAMHÄLLESFRÅGOR,2018,135983.0
MYNDIGHETEN FÖR UNGDOMS- OCH CIVILSAMHÄLLESFRÅGOR,2019,1128564.0
MYNDIGHETEN FÖR YRKESHÖGSKOLAN,2016,27000.0
MYNDIGHETEN FÖR YRKESHÖGSKOLAN,2017,162392.9
MYNDIGHETEN FÖR YRKESHÖGSKOLAN,2018,6600.0
MYNDIGHETEN FÖR YRKESHÖGSKOLAN,2019,6000.0
MYNEWSDESK SVERIGE,2016,278596.0
MYNEWSDESK SVERIGE,2017,227666.0
MYNEWSDESK SVERIGE,2018,282475.0
MYNEWSDESK SVERIGE,2019,243850.0
MYNTRÖR.SE,2016,137.76
MYNTRÖR.SE,2018,236.0
MYNTRÖR.SE,2019,86.4
MYONE,2016,35220.0
MYRA ASSISTANS I MALMÖ AB,2017,15020.029999999999
MYRA ASSISTANS I MALMÖ AB,2018,33601.65
MYRA ASSISTANS I MALMÖ AB,2019,6586.0
MYRBOVÄGENS SAMF,2016,1800.0
MYREBACKA SKOG,2016,45808.09
MYRINS TYGER AB,2016,60737.52
MYRINS TYGER AB,2017,28392.68
MYRINS TYGER AB,2018,20148.85
MYRINS TYGER AB,2019,18816.79
MYRSTRÖMS STEN & TRÄDGÅRD MS,2019,27426.0
MYSEBO FAMILY AB,2017,515.2
MYSK INDISK DANS & MAGISK TEATER,2016,1500.0
MYSK INDISK DANS & MAGISK TEATER,2017,51724.979999999996
MYSK INDISK DANS & MAGISK TEATER,2018,14724.0
MYSK INDISK DANS & MAGISK TEATER,2019,17122.0
MYSTUDYWEB SWEDEN AB,2016,-8007.25
MYSTUDYWEB SWEDEN AB,2017,41198.5
MYSTUDYWEB SWEDEN AB,2018,7358.5
MYSTUDYWEB SWEDEN AB,2019,12865.0
Magnus Anttila Konsult,2016,59368.0
"Mahra, Ann",2016,445283.0
"Mahra, Ann",2017,41475.0
"Mahra, Ann",2018,528871.0
"Mahra, Ann",2019,56329.0
"Mahra, Taghrid",2016,4294.0
"Mahra, Taghrid",2017,494962.0
"Mahra, Taghrid",2018,756318.0
"Mahra, Taghrid",2019,760784.0
Makrillen,2016,2170756.0
Makrillen,2017,2442651.0
Makrillen,2018,2803388.0
Makrillen,2019,2890148.0
Marias förskola,2016,3041600.0
Marias förskola,2017,3315850.0
Marias förskola,2018,3457135.0
Marias förskola,2019,3722765.0
Medborgarskolan,2018,16319480.0
Medborgarskolan,2019,57702588.0
Medborgarskolan / Franska skolan,2016,34007622.0
Medborgarskolan / Franska skolan,2017,35390588.25
Medborgarskolan / Franska skolan,2018,23867063.0
Mikaeligården,2016,2147374.0
Mikaeligården,2017,1059336.0
Miljöförvaltningen,2019,2037.0
Montessoriför Askim,2016,4034201.0
Montessoriför Askim,2017,4139854.0
Montessoriför Askim,2018,4515597.0
Montessoriför Askim,2019,5011269.0
Montessoriför Kaprifolen,2016,2883939.0
Montessoriför Kaprifolen,2017,3016229.0
Montessoriför Kaprifolen,2018,3132669.0
Montessoriför Kaprifolen,2019,2859470.0
Montessoriförskolan Centrum,2016,5148107.0
Montessoriförskolan Centrum,2017,5188235.83
Montessoriförskolan Centrum,2018,4859542.0
Montessoriförskolan Centrum,2019,3854519.0
Montessoriskolan Casa,2016,25021521.5
Montessoriskolan Casa,2017,25669360.0
Montessoriskolan Casa,2018,23458991.5
Montessoriskolan Casa,2019,27325425.0
Montessoriskolan Centrum,2016,17730249.0
Montessoriskolan Centrum,2017,19125108.0
Montessoriskolan Centrum,2018,20792220.0
Montessoriskolan Centrum,2019,25849979.0
Montessoriskolan Skäret,2016,23917524.0
Montessoriskolan Skäret,2017,26675389.0
Montessoriskolan Skäret,2018,30190562.0
Montessoriskolan Skäret,2019,30837031.0
Mumin,2016,2889667.0
Mumin,2017,2888297.0
Mumin,2018,3158716.0
Mumin,2019,2769131.0
Murbräckan,2016,2243085.0
Murbräckan,2017,2091534.0
Murbräckan,2018,2219067.0
Murbräckan,2019,2476604.0
MÄLARDALENS BEHANDLINGSCENTRUM,2016,648337.0
MÄLARDALENS BEHANDLINGSCENTRUM,2017,265530.0
