leverantör,year,belopp
MÄLARDALENS BEHANDLINGSCENTRUM,2018,574398.0
MÄLARDALENS BEHANDLINGSCENTRUM,2019,279000.0
MÄLARDALENS BRAND- OCH RÄDDNINGSFÖRBUND,2016,2395.25
MÄN FÖR JÄMSTÄLLDHET,2016,39460.0
MÄN FÖR JÄMSTÄLLDHET,2017,63200.0
MÄN FÖR JÄMSTÄLLDHET,2018,4800.0
MÄN FÖR JÄMSTÄLLDHET,2019,32700.0
MÄNNISKAN I KÅLLTORP MIK,2016,95000.0
MÄNNISKAN I KÅLLTORP MIK,2017,92500.0
MÄNNISKAN I KÅLLTORP MIK,2018,66500.0
MÄNNISKAN I KÅLLTORP MIK,2019,216953.0
MÄRIT LAGHEIM INDUSTRIDESIGN,2016,564292.0
MÄRIT LAGHEIM INDUSTRIDESIGN,2017,105593.0
MÄRIT LAGHEIM INDUSTRIDESIGN,2019,302400.0
MÄRKESBOLAGET,2018,52500.0
MÄRKESBOLAGET,2019,17500.0
MÄSSRESTAURANGER AB,2018,1669.6
MÄSTERBAGERIET  SVERIGE AB (FB),2018,39250.0
MÄSTERBAGERIET  SVERIGE AB (FB),2019,40832.29
MÄSTERGRÖN EK.FÖR.,2016,970561.1900000002
MÄSTERGRÖN EK.FÖR.,2017,865896.2000000001
MÄSTERGRÖN EK.FÖR.,2018,838495.7599999999
MÄSTERGRÖN EK.FÖR.,2019,214980.22999999998
MÄT & ANALYS I KUNGSBACKA AB,2016,24513.5
MÄT & ANALYS I KUNGSBACKA AB,2017,12307.5
MÄT & ANALYS I KUNGSBACKA AB,2018,27064.25
MÄT & ANALYS I KUNGSBACKA AB,2019,11662.75
MÄTPRECISION GÖTEBORG AB,2018,8350.5
MÄTPRECISION GÖTEBORG AB,2019,185950.25
MÅ BRA INSTITUTET NORRKÖPING AB,2017,3838.5
MÅL & MENING AB,2016,40000.0
MÅL & MENING AB,2018,25000.0
MÅLAR JIMMY AB,2019,19615.0
MÅLARNA I ALINGSÅS AB,2018,24000.0
MÅLARNA I ALINGSÅS AB,2019,10385.0
MÅLDESIGN JOHAN SCHEWENIUS,2016,8200.0
MÅLERI S9000 AB,2017,18750.0
MÅLERI S9000 AB,2018,18750.0
MÅLERI TEKNIK I HALLAND AB,2016,25377.0
MÅLERI1 I LINDOME AB,2018,12496.0
MÅLERIBOLAGET ENTREPRENAD I ALINGSÅS,2018,54000.0
MÅLERIBOLAGET ENTREPRENAD I ALINGSÅS,2019,2500.0
MÅLERICENTRALEN I PARTILLE AB,2016,72080.02
MÅLERICENTRALEN I PARTILLE AB,2017,60962.96
MÅLERICENTRALEN I PARTILLE AB,2018,16236.109999999999
MÅLERICENTRALEN I PARTILLE AB,2019,23830.209999999995
MÅLERICENTRUM AB,2016,56250.0
MÅLERICENTRUM AB,2017,47500.0
MÅLERIFÖRETAGEN I VÄST SERVICEAKTIEBOLAG,2018,11100.0
MÅLERIRÅD LARS E.G. MAGNUSSON AB (FB),2016,4995.25
MÅLERIRÅD LARS E.G. MAGNUSSON AB (FB),2017,4995.25
MÅLERIRÅD LARS E.G. MAGNUSSON AB (FB),2018,4995.25
MÅLERISERVICE AB (FB),2016,47500.0
MÅLLÅNGSTUGA SMÅBRUK & HANTVERKSSERVICE,2018,7200.0
MÅNGKULTURELLT CENTRUM,2016,39662.81999999999
MÅNGKULTURELLT CENTRUM,2017,32793.229999999996
MÅNGKULTURELLT CENTRUM,2018,25704.78
MÅNGKULTURELLT CENTRUM,2019,27287.770000000008
MÅNSELYCKANS MÅLERI & ENTREPRE,2019,11600.0
MÅRBACKASTIFTELSEN,2017,4033.02
MÅRDHUND AB,2016,25558.0
MÅRDHUND AB,2017,48636.0
MÅRDHUND AB,2019,16550.0
MÅRTEN MEDBO,2018,15000.0
MÅRTEN MEDBO,2019,285000.0
MÅRTENSSON & HÅKANSON AB,2016,15518.6
MÅRTENSSON & HÅKANSON AB,2017,39966.65
MÅRTENSSON & HÅKANSON AB,2018,93259.52
MÅRTENSSON & HÅKANSON AB,2019,896397.83
MÅRTENSSON M. FL.,2018,189963.0
MÅRTENSSON M. FL.,2019,253284.0
MÅRTENSSONS TRAFIKSKOLA KB (FB),2019,8448.0
MÅSEN AB,2016,958.6500000000001
MÅSEN AB,2017,163654.81
MÅSEN AB,2018,69400.0
MÅSEN AB,2019,8240.0
MÅSEN FILM AB,2016,878.5
MÅSTÅLMEK AB,2017,730.5
MÅVHOLMS PSYKOTERAPI OCH RÅDGIVNINGSBYRÅ,2018,2000.0
MÖBELBIBLIOTEKET SVERIGE AB,2019,4000.0
MÖBELEXPRESSEN,2019,8000.0
MÖBELHUSET I BÄCKEBOL AB,2017,2140.8
MÖBELHUSET I BÄCKEBOL AB,2018,2510.0
MÖBELHUSET I BÄCKEBOL AB,2019,3596.0
MÖBELKUNGEN/MACNEAL AB,2018,12392.0
MÖBELKUNGEN/MACNEAL AB,2019,44692.0
MÖBELTAPETSÖREN STETIN,2017,184908.85
MÖBELTAPETSÖREN STETIN,2018,38548.0
MÖBELTASSEN MT,2016,39891.99999999999
MÖBELTASSEN MT,2017,8600.119999999999
MÖBELTASSEN MT,2018,865.72
MÖBELTASSEN MT,2019,7945.6
MÖBELTRANSPORT DANMARK FINE ART A/S,2019,16985.0
MÖBLERA,2016,5912.8
MÖJLIGHETSMINISTERIET,2016,12650.0
MÖJLIGHETSMINISTERIET AB,2017,4000.0
MÖJLIGHETSMINISTERIET AB,2018,24200.0
MÖJLIGHETSMINISTERIET AB,2019,109216.81
MÖLLERS JURIDIK,2019,168187.25
MÖLLTORPS VÄXTINREDNINGAR AB,2016,495674.5
MÖLLTORPS VÄXTINREDNINGAR AB,2017,149136.25
MÖLLTORPS VÄXTINREDNINGAR AB,2019,41838.5
MÖLNBACKA UNGDOMSHEM AB,2016,220500.0
MÖLNBACKA UNGDOMSHEM AB,2018,665568.0
MÖLNDAL ENERGI AB,2016,2174391.56
MÖLNDAL ENERGI AB,2017,1443742.2200000004
MÖLNDAL ENERGI AB,2018,4293185.739999998
MÖLNDAL ENERGI AB,2019,4347304.289999998
MÖLNDAL ENERGI NÄT AB,2016,358533.04000000004
MÖLNDAL ENERGI NÄT AB,2017,949415.1300000001
MÖLNDAL O HÄRRYDA SOTARNA ULF GUSTA,2016,5432.0
MÖLNDAL O HÄRRYDA SOTARNA ULF GUSTA,2017,6302.5
MÖLNDAL O HÄRRYDA SOTARNA ULF GUSTA,2018,6616.9
MÖLNDAL O HÄRRYDA SOTARNA ULF GUSTA,2019,8632.2
MÖLNDALS AIK,2016,450.0
MÖLNDALS AIK,2017,1200.0
MÖLNDALS AIK,2019,2000.0
MÖLNDALS BETONGBORRNING AB,2016,48186.25
MÖLNDALS BETONGBORRNING AB,2017,25234.0
MÖLNDALS BETONGBORRNING AB,2018,59642.969999999994
MÖLNDALS BETONGBORRNING AB,2019,55817.18
MÖLNDALS BOWLINGAKTIVITET HB,2016,2330.2
MÖLNDALS BOWLINGAKTIVITET HB,2017,3405.67
MÖLNDALS BOWLINGAKTIVITET HB,2018,1792.45
MÖLNDALS BOWLINGAKTIVITET HB,2019,3584.91
MÖLNDALS GAS SVETS & VERKTYG AB,2016,6015.99
MÖLNDALS GAS SVETS & VERKTYG AB,2017,320.0
MÖLNDALS GAS SVETS & VERKTYG AB,2018,2268.7599999999998
MÖLNDALS HANDBOLLSFÖRENING,2016,1250.0
MÖLNDALS HANDBOLLSFÖRENING,2019,1550.0
MÖLNDALS HANDBOLLSFÖRENING (FB),2019,1100.0
MÖLNDALS HEMBYGDSFÖRENING,2016,84.0
MÖLNDALS INDUSTRIPRODUKTER AB,2019,11505.58
MÖLNDALS KAKEL & MARMOR AB,2017,18750.0
MÖLNDALS KVARNBYN,2016,445132.75
MÖLNDALS KVARNBYN,2017,452770.5
MÖLNDALS KVARNBYN,2018,462122.5
MÖLNDALS KVARNBYN,2019,470348.0
MÖLNDALS LÅSSERVICE AB,2016,49019.340000000004
MÖLNDALS LÅSSERVICE AB,2017,7479.25
MÖLNDALS LÅSSERVICE AB,2018,12613.0
MÖLNDALS LÅSSERVICE AB,2019,6960.0
MÖLNDALS MARK O GRUND,2016,5196276.0
MÖLNDALS MARK O GRUND,2017,6170102.25
MÖLNDALS MARK O GRUND,2018,13402876.25
MÖLNDALS MARK O GRUND,2019,16127997.17
MÖLNDALS PARADORKESTER,2017,15000.0
MÖLNDALS PASTORAT,2017,1300.0
MÖLNDALS STAD,2016,45509361.08
MÖLNDALS STAD,2017,44540139.60000002
MÖLNDALS STAD,2018,44837855.42000002
MÖLNDALS STAD,2019,40822963.35
MÖLNDALS SYMASKINER,2016,59764.15
MÖLNDALS SYMASKINER,2017,10144.95
MÖLNDALS SYMASKINER,2018,46920.0
MÖLNDALS SYMASKINER,2019,4214.3
MÖLNDALS TELE AB,2016,317601.34
MÖLNDALS TELE AB,2017,186948.91
MÖLNDALS TELE AB,2018,3552.75
MÖLNDALS TELE AB,2019,39457.65
MÖLNEBY-HALS SAMFÄLLIGH.FÖR. C/O KE,2016,7805.0
MÖLNEBY-HALS SAMFÄLLIGH.FÖR. C/O KE,2017,5392.0
MÖLNESJÖNS SAMFÄLLIGHET,2017,160.0
MÖLNLYCKE BLOMSTERHANDEL AB,2017,2884.0
MÖLNLYCKE CYKEL & SPORT AB,2018,616.0
MÖLNLYCKE EL & ANTENN AB,2017,3774.33
MÖLNLYCKE GARDEN CENTER AB,2016,203525.5200000001
MÖLNLYCKE GARDEN CENTER AB,2017,266393.68
MÖLNLYCKE GARDEN CENTER AB,2018,265952.12000000005
MÖLNLYCKE GARDEN CENTER AB,2019,248903.91000000003
MÖLNLYCKE LACKERING KARROSERIVST AB,2018,24000.0
MÖLNLYCKE LACKERING KARROSERIVST AB,2019,5400.0
MÖLNLYCKE MÅLERI PETER ENERÅS AB,2017,18750.0
MÖLNLYCKE MÅLERI PETER ENERÅS AB,2018,51250.0
MÖLNLYCKE MÅLERI PETER ENERÅS AB,2019,69468.0
MÖLNLYCKE OPTIK AB,2019,7770.0
MÖLNLYCKE RÖR & VÄRME,2016,2200.0
MÖLNYCKE MUR OCH PUTS AB,2019,27426.0
MÖNDALS ZOO/ULF RENSTRÖM AB,2016,6057.6
MÖRLING STHLM AB (FB),2018,2695.25
MÖTEN & EVENT I SVERIGE AB,2019,21500.0
MÖTESPLATS BACKAPLAN EF. C/O J SVEN,2016,100000.0
Mångkulturella Montessori förskola Victoria,2016,5006767.0
Mångkulturella Montessori förskola Victoria,2017,4901929.0
Mångkulturella Montessori förskola Victoria,2018,4795544.0
Mångkulturella Montessori förskola Victoria,2019,5033751.0
Måsen,2016,2065099.0
Måsen,2017,1881352.0
Måsen,2018,1987241.0
Måsen,2019,2108598.0
Mörrimöykky,2016,2192534.0
Mörrimöykky,2017,2016657.0
Mörrimöykky,2018,2239914.0
Mörrimöykky,2019,2537839.0
N JOHNSÉNS KONDITORI AB,2016,14590.699999999997
N JOHNSÉNS KONDITORI AB,2017,15632.129999999997
N JOHNSÉNS KONDITORI AB,2018,9311.61
N JOHNSÉNS KONDITORI AB,2019,11683.82
N O ARKITEKTUR AB,2018,3000.0
N O ARKITEKTUR AB,2019,215000.0
N STATTS HOTELL I KARLSKOGA AB,2016,3357.16
N-MEK I MÖLNDAL AB,2016,44393.75
N-MEK I MÖLNDAL AB,2017,6197.62
N-MEK I MÖLNDAL AB,2018,40524.0
N-MEK I MÖLNDAL AB,2019,24157.75
N-VET AB,2018,636.75
N.A CARE AB,2017,125863.0
N.A CARE AB,2018,122151.0
N.A CARE AB,2019,32049.17
N.M FRUKT & GRÖNT,2016,26722.0
N.M FRUKT & GRÖNT,2017,8079.0
N.M FRUKT & GRÖNT,2019,5650.0
N2G GRUPPEN PARK AB,2016,17383.93
N:SON BOLAGEN LARS O SIGVARD PETTER,2016,10000.0
N:SON BOLAGEN LARS O SIGVARD PETTER,2017,400.0
N:SON BOLAGEN LARS O SIGVARD PETTER,2019,3920.0
NA-HUMANITY AB,2016,1105800.0
NA-SVERIGE LITTERATUR,2017,3720.0
NABOSKAB,2017,17505.9
NACKA KOMMUN,2016,58260.0
NACKA KOMMUN,2017,110009.0
NACKA KOMMUN,2018,385091.0
NACKA KOMMUN,2019,101569.0
NADÉN ARKITEKTUR AB,2018,700.0
NAE GROUP SWEDEN AB,2016,10075.2
NAGYWORKS,2017,27980.0
NAHUEL IVALO,2019,5000.0
NAIMA CALLENBERG,2019,60000.0
NAJA LEE JENSEN,2017,21206.79
NAJA LEE JENSEN,2018,20098.81
NAJA LEE JENSEN,2019,2985.34
NAKAM AGENCY (FB),2018,148756.0
NAKAM AGENCY (FB),2019,185037.0
NALEN EVENEMANG & KONFERENS AB,2016,5275.0
NALLEGRAM AB,2016,294.4
NALLES CAFÉ,2016,2879.97
"NALLESJUKHUSET GÖTEBORG, IFMSA-SWEDEN",2016,3540.0
"NALLESJUKHUSET GÖTEBORG, IFMSA-SWEDEN",2017,2310.0
"NALLESJUKHUSET GÖTEBORG, IFMSA-SWEDEN",2018,1170.0
"NALLESJUKHUSET GÖTEBORG, IFMSA-SWEDEN",2019,750.0
NALTA ELJEST FÖRETAGSSERVICE,2016,5472.0
NALTA ELJEST FÖRETAGSSERVICE,2017,36388.0
NALTA ELJEST FÖRETAGSSERVICE,2018,28560.0
NALTA ELJEST FÖRETAGSSERVICE,2019,23800.0
NAMASTE INDIA RESTAURANG,2018,1136.96
NAMASTE INDIA RESTAURANG,2019,710.16
NAMNBAND AB,2016,415.2
NAMNBAND AB,2017,2144.8
NAMNBAND AB,2018,684.0
NAMNBAND AB,2019,8940.050000000001
NANCY CORNER GÖTEBORG,2018,42408.6
NANCY CORNER GÖTEBORG,2019,819.6
NANCY CORNER PIZZERIA,2017,20098.469999999998
NANCY CORNER PIZZERIA,2018,5935.68
NANNA DEBOIS BUHL,2019,1755.0
NANNY SWEDEN AB,2018,382.0
NAOKO SAKATA,2019,4000.0
NAPRAFORM AB,2019,10000.0
NAR AB,2016,1669988.94
NAR AB,2017,1215479.12
NAR AB,2018,1135152.4100000001
NAR AB,2019,63292.0
NARCONON ESLÖV,2016,634000.0
NARCONON ESLÖV,2017,19200.0
NARCONON ESLÖV,2018,372000.0
NARRATIO AB,2018,37000.0
NASRIN PAKKHO FILM,2016,8000.0
NASRIN PAKKHO FILM,2019,2000.0
NATALIA BATISTA,2016,5000.0
NATALIA BATISTA,2019,8000.0
NATCASE AB,2019,244951.5
NATCO TRADING AB/STRIPER (FB),2016,1968.75
NATCO TRADING AB/STRIPER (FB),2018,3540.75
NATHALIE SIMONSSON,2016,30314.0
NATHALIE SIMONSSON,2017,45406.0
NATHALIE SIMONSSON,2018,57867.0
NATHALIE SIMONSSON,2019,17620.0
NATHAN CLYDESDALE,2018,13300.0
NATHAN CLYDESDALE,2019,56020.0
NATIONALENCYKLOPEDIN AB,2016,2760344.619999999
NATIONALENCYKLOPEDIN AB,2017,229524.0
NATIONALMUSEUM,2016,265296.0
NATIONALMUSEUM M PEW,2017,-1675.0
NATIONALMUSEUM M PEW,2019,9600.0
"NATIONALNYCKELN, C/O FÖRLAGSSYSTEM AB",2018,441.51
NATIONELL SAMVERKAN FÖR PSYKISK HÄLSA,2018,1236.0
NATIONELL SAMVERKAN FÖR PSYKISK HÄLSA,2019,800.0
NATIONELLA RÅDET FÖR PALLIATIV VÅRD,2019,3225.0
NATTA WORLD AB,2018,4419.64
NATTARO LABS AB,2017,1868.75
NATTVANDRARE BISKOPSGÅRDENS,2017,20000.0
NATTVANDRARNA BERGUM-GUNNILSE,2016,25000.0
NATTVANDRARNA BERGUM-GUNNILSE,2018,25000.0
NATTVANDRARNA SVERIGE,2018,600.0
NATTVANDRARNA SVERIGE,2019,300.0
NATUR RESOR ANNELIE UTTER AB,2018,8283.4
NATUR RESOR ANNELIE UTTER AB,2019,8000.0
NATURAL DADS AB,2018,1425.0
NATURAL FITNESS SWEDEN AB,2016,500.0
NATURBRUKSKANSLIET,2016,2697694.0
NATURBRUKSKANSLIET,2017,2782128.0
NATURBRUKSKANSLIET,2018,2268647.3600000003
NATURBRUKSKANSLIET,2019,3968507.0
NATURBRUKSSKOLORNAS FÖRENING/ LISBE,2016,18615.0
NATURBRUKSSKOLORNAS FÖRENING/ LISBE,2017,17752.0
NATURBRUKSSKOLORNAS FÖRENING/ LISBE,2018,18038.0
NATURBRUKSSKOLORNAS FÖRENING/ LISBE,2019,15955.0
NATURBUTIKEN PÅ ÖLAND AB,2016,576.8
NATURCENTRUM AB,2016,233950.5
NATURCENTRUM AB,2017,373032.2
NATURCENTRUM AB,2018,119007.74
NATURE ARTBEVARANDE & FOTO AB,2017,5250.0
NATURE PLANET APS,2016,88920.6
NATURE PLANET APS,2017,59242.2
NATURE PLANET APS,2018,20152.4
NATURHISTORISKA RIKSMUSEET,2016,2680.0
NATURHISTORISKA RIKSMUSEET,2017,2700.0
NATURHISTORISKA RIKSMUSEET,2018,500.0
NATURHISTORISKA RIKSMUSEET,2019,500.0
NATURKOMPANIET AB,2016,1600.0
NATURKOMPANIET AB,2019,5683.2
NATURKOMPANIET AB (FB),2016,5153.999999999999
NATURKOMPANIET AB (FB),2017,5169.6
NATURKOMPANIET AB (FB),2018,1119.2
NATURKOSMETIKKOMPANIET AB,2016,7565.589999999998
NATURKOSMETIKKOMPANIET AB,2017,9362.990000000002
NATURKOSMETIKKOMPANIET AB,2018,8462.63
NATURKOSMETIKKOMPANIET AB,2019,9300.91
NATURKRAFT SILVANA IMAM AB,2018,8000.0
NATURLEK,2016,54300.0
NATURLIG FAMILJEPLANERING I SVERIGE,2016,6600.0
NATURLIG FAMILJEPLANERING I SVERIGE,2017,5300.0
NATURLIGT VIS KBT I GÖTEBORG AB,2016,143900.00000000003
NATURLIGT VIS KBT I GÖTEBORG AB,2017,37000.0
NATURLIGT VIS KBT I GÖTEBORG AB,2018,42300.0
NATURLIGT VIS KBT I GÖTEBORG AB,2019,7400.0
NATURMONTESSORI VÄST AB,2017,244636.0
NATURMONTESSORI VÄST AB,2018,148440.0
NATURMONTESSORI VÄST AB,2019,25755.0
NATURPEDAGOGEN FÖRLAG O UTBILDNING,2016,1111.0
NATURPEDAGOGEN FÖRLAG O UTBILDNING,2017,237.0
NATURPEDAGOGEN FÖRLAG O UTBILDNING,2019,939.0
NATURSKOLEFÖRENINGEN,2016,1040.0
NATURSKOLEFÖRENINGEN,2017,520.0
NATURSKOLEFÖRENINGEN,2018,520.0
NATURSKOLEFÖRENINGEN,2019,520.0
NATURSKYDDSFÖRENINGEN I GÖTEBORG,2018,3000.0
NATURSKYDDSFÖRENINGEN SÖDRA ÄLVSBORG,2018,2755.0
NATURSTENSKOMPANIET SVERIGE AB,2016,13880.0
NATURSTENSKOMPANIET SVERIGE AB,2017,353999.99
NATURSTENSKOMPANIET SVERIGE AB,2019,16620.0
NATURSTIGS NYTTIGHETER,2016,9000.0
NATURSTIGS NYTTIGHETER,2017,6400.0
NATURSTIGS NYTTIGHETER,2018,6000.0
NATURSTIGS NYTTIGHETER,2019,12160.0
NATURVÅRDSINGENJÖRERNA AB,2016,84498.44
NATURVÅRDSINGENJÖRERNA AB,2017,90896.81
NATURVÅRDSINGENJÖRERNA AB,2018,76323.25
NATURVÅRDSINGENJÖRERNA AB,2019,87060.0
NATURVÅRDSVERKET,2018,19258.0
NAUT KONCEPTUTVECKLING AB,2016,20000.0
NAUT KONCEPTUTVECKLING AB,2019,29700.0
NAUTHALL AB,2016,206890.61999999997
NAUTHALL AB,2017,45253.62000000001
NAUTHALL AB,2018,111129.0
NAUTHALL AB,2019,6658.5
NAUTIC AB,2019,7920.0
NAUTIC CENTER AB,2016,17141.54
NAVET SVERIGE AB,2016,1672500.0
NAVET SVERIGE AB (FB),2016,4392200.0
NAVET SVERIGE AB (FB),2017,445500.0
NAVET/SJUHÄRADS KOMMUNALFÖRBUND,2016,147902.05
NAVET/SJUHÄRADS KOMMUNALFÖRBUND,2017,89005.9
NAVET/SJUHÄRADS KOMMUNALFÖRBUND,2018,3301.0
NAVIGERA I BALANS,2017,123000.0
NAVIGERA I BALANS,2018,68500.0
NAVIGERA I BALANS,2019,144351.5
NAVKIN AB,2016,18307.5
NAVKIN AB,2017,9198.5
NAVKIN AB,2018,9198.5
NAXOS SWEDEN AB (FB),2016,36400.0
NAXOS SWEDEN AB (FB),2017,39200.0
NAXOS SWEDEN AB (FB),2018,41850.5
NAXOS SWEDEN AB (FB),2019,43101.0
NAZANIN RAISSI,2019,2000.0
NAZRAELI PRESS UK,2017,8048.9800000000005
NAZRAELI PRESS UK,2018,2790.6
NAZRAELI PRESS UK,2019,11888.64
NB NORDIC AB,2016,23670.5
NB NORDIC AB,2017,17000.0
NBS NYCKELBEVAKNINGSSERVICE AB,2016,308.0
NBS NYCKELBEVAKNINGSSERVICE AB,2017,308.0
NBS NYCKELBEVAKNINGSSERVICE AB,2018,348.0
NBS SECURITY AB,2019,348.0
NBV SKARABORG,2016,260575.0
NBV SKARABORG,2017,820400.0
NBV SKARABORG,2018,1751000.0
NBV SKARABORG,2019,1736823.0
NBV SKÅNE,2016,701.0
NBV VÄST,2019,159000.0
NC REPARATION,2016,16340.0
NC REPARATION,2017,1280.0
NC REPARATION,2018,11491.5
NC REPARATION,2019,6724.75
NCA FACILITY SERVICES AB,2016,121902.12
NCA FACILITY SERVICES AB,2017,26376.0
NCC CONSTRUCTION SVERIGE AB,2016,11692381.75
NCC CONSTRUCTION SVERIGE AB,2017,97588.75
NCC CONSTRUCTION SVERIGE AB,2018,16292985.28
NCC CONSTRUCTION SVERIGE AB,2019,58342548.04
NCC INDUSTRY AB,2017,1664155.6900000009
NCC INDUSTRY AB,2018,47984184.889999986
NCC INDUSTRY AB,2019,55560685.44000001
NCC ROADS AB,2016,58457437.09999995
NCC ROADS AB,2017,4955558.8800000055
NCC SVERIGE AB,2017,70597034.37
NCC SVERIGE AB,2018,11675979.5
NCC SVERIGE AB,2019,10680434.38
NCC SVERIGE AB ROAD SERVICES,2018,80196861.94
NCC SVERIGE AB ROAD SERVICES,2019,53535714.83
NCH EUROPE INC.USA (SVERIGEFILIALEN,2016,32856.0
NCH EUROPE INC.USA (SVERIGEFILIALEN,2017,29964.0
NCH EUROPE INC.USA (SVERIGEFILIALEN,2018,30364.0
NCH EUROPE INC.USA (SVERIGEFILIALEN,2019,31164.0
NCK AB,2016,6000.0
NCK AB,2017,2500.0
NCM PLÅT & ISOLERING AB,2016,10000.0
NCS COLOUR AB,2016,380.0
NCS COLOUR AB,2017,7842.0
NDE OFFSHORE AB,2016,1286.9
NDE OFFSHORE AB,2018,5780.79
NDIO KULTUR O KOMMUNIKATION,2016,18151.91
NDIO KULTUR O KOMMUNIKATION,2017,1456.0
NDIO KULTUR O KOMMUNIKATION,2018,39634.25
NDIO KULTUR O KOMMUNIKATION,2019,1963.22
NDT,2018,943648.86
NE SVERIGE AB,2017,1604106.29
NE SVERIGE AB,2018,2716092.3200000003
NE SVERIGE AB,2019,4203336.34
NEAPOLITAN SOUNDS,2017,45000.0
NEAPOLITAN SOUNDS,2018,25640.0
NEDERMAN SVERIGE AB,2016,41619.6
NEDERMAN SVERIGE AB,2017,52486.0
NEDERMAN SVERIGE AB,2018,38151.399999999994
NEDERMAN SVERIGE AB,2019,310380.25000000006
NEFAB PACKAGING SWEDEN AB,2018,2178.5
NEGAR NASEH,2016,6600.0
NEGAR ZARASSI,2016,9000.0
NEGAR ZARASSI,2017,10000.0
NEGAR ZARASSI,2018,11025.0
NEGAR ZARASSI,2019,13500.0
NEGOTIUM CURAGO GBG AB,2018,3246411.0
NEGOTIUM CURAGO GBG AB,2019,2602896.5
NEJLA AB,2016,139649.5
NEJLA AB,2017,220399.5
NEJLA AB,2018,311000.0
NEJLA AB,2019,283500.0
NEK NATIONELL ESTETISK KONGRESS,2016,15164.75
NEK NATIONELL ESTETISK KONGRESS,2017,22349.5
NEK NATIONELL ESTETISK KONGRESS,2018,15024.75
NEK NATIONELL ESTETISK KONGRESS,2019,7695.25
NEKTAB - NORDISK ELKRAFTTEKNIK AB,2016,1253917.2200000002
NEKTAB - NORDISK ELKRAFTTEKNIK AB,2017,1688441.28
NEKTAB - NORDISK ELKRAFTTEKNIK AB,2018,1709452.14
NEKTAB - NORDISK ELKRAFTTEKNIK AB,2019,1917262.3900000001
NELLISPRESENTER,2017,217.0
NEMANJA STOJANOVIC,2016,3000.0
NEMO-Q INTERNATIONAL AB,2016,1788.0
NEMO-Q INTERNATIONAL AB,2018,40682.950000000004
NEMO-Q INTERNATIONAL AB,2019,7107.65
NENAD STANKIC,2019,2500.0
NENNAS BAK & MAT AB,2019,2605.4
NEONOVA AB,2019,53310.0
NEOPLAN VÄST AB,2018,15000.0
NEOPLAN VÄST AB,2019,619964.98
NEOPOST SVERIGE AB,2016,52707.43000000001
NEOPOST SVERIGE AB,2017,30116.87
NEOPOST SVERIGE AB,2018,17704.0
NEOPOST SVERIGE AB,2019,47029.0
NEOVENTOR MEDICINSK INNOVATION AB,2016,36000.0
NEOVENTOR MEDICINSK INNOVATION AB,2017,323900.0
NEOVENTOR MEDICINSK INNOVATION AB,2018,248869.99999999994
NEOVENTOR MEDICINSK INNOVATION AB,2019,60000.0
NEPTUNA AB,2019,58900.0
NERGECO SCANDINAVIA AB,2016,11040.0
NERIKETOLKARNA AB,2017,3900.0
NERMANS MÄRKSYSTEM AB,2018,590.5
NESELIUS WOUND COMPETENCE AB,2016,6455.0
NESSIM FAIR SUPPORT AB,2016,23058.25
NESSIM FAIR SUPPORT AB,2018,51700.75
NESSIM FAIR SUPPORT AB,2019,1544.0
NESTIL KONTORSSERVICE AB,2018,3598.5
NESTIL KONTORSSERVICE AB,2019,1349.0
NESTINNE AB,2017,4993.2
NESTINNE AB,2018,12018.399999999998
NESTINNE AB,2019,9271.15
NETAFEN AB,2016,10000.0
NETAFEN AB,2018,2500.0
NETAFEN AB,2019,45337.62
NETJOBS GROUP AB,2016,59400.0
NETJOBS GROUP AB,2017,54000.0
NETJOBS GROUP AB,2018,7900.0
NETJOBS GROUP AB,2019,39900.0
NETJOBS GROUP AB (FB),2018,7900.0
NETONNET AB,2016,93385.19999999997
NETONNET AB,2017,61362.35999999999
NETONNET AB,2018,123164.6
NETONNET AB,2019,163293.60000000003
NETONNET AB (FB),2018,550.4
NETONO AB,2016,8280.0
NETONO AB,2017,8280.0
NETONO AB,2018,8280.0
NETONO AB,2019,8282.0
NETRAY AB,2016,3221.6
NETRAY AB,2017,1491.2
NETRAY AB,2018,3838.4000000000005
NETRAY AB,2019,2444.0
NETRELATIONS OF SCANDINAVIA AB,2016,27600.0
NETRELATIONS OF SCANDINAVIA AB,2017,164901.0
NETS BRANCH SWEDEN,2018,787.0
NETS BRANCH SWEDEN,2019,15340.5
NETS SWEDEN AB,2016,299750.5
NETS SWEDEN AB,2017,338550.46
NETS SWEDEN AB,2018,315242.08
NETS SWEDEN AB,2019,426056.1100000001
NETS SWEDEN AB (FB),2016,1519.0
NETS SWEDEN AB (FB),2018,360.0
NETS SWEDEN AB (FB),2019,400.0
NETTBUSS AB,2016,3701820.0300000003
NETTBUSS AB,2017,4058882.0
NETTBUSS AB,2018,4208213.3
NETTBUSS AB,2019,4291159.640000001
NETTOTAXI AB,2016,5602.84
NETTOTAXI AB,2017,4000.0
NETTOTAXI AB,2018,4000.0
NETWORK USERS SWEDEN,2016,5980.0
NEUFELDS KREDITINFORMATION,2017,5000.0
NEUROFÖRBUNDET GÖTEBORG,2016,2190.0
NEUROFÖRBUNDET GÖTEBORG,2017,3220.0
NEUROFÖRBUNDET GÖTEBORG,2019,850.0
NEUROINFO STOCKHOLM AB,2018,30000.0
NEUROLOGISKT HANDIKAPPADES RIKSFÖRB,2016,450.0
